State,NAICS,Meaning,Year,Value_D,"Relative standard error for estimate of sales, value of shipments, or revenue (%)",Payroll_D,Relative standard error for estimate of annual payroll (%),FirstQuarter,Relative standard error for estimate of first-quarter payroll (%),Employees_C,Relative standard error for estimate of number of employees (%),Production workers for pay period including March 12,Relative standard error for estimate of production workers for pay period including March 12 (%),HoursAnum_T,Relative standard error for estimate of production workers annual hours (%),WagesAnum_D,Relative standard error for estimate of production workers annual wages (%),MaterialCost_D,Relative standard error for estimate of total cost of materials  (%),ValueAdded_D,Relative standard error for estimate of value added (%),ConstantCapital_D,Relative standard error for estimate of total capital expenditures (new and used)  (%),"Range indicating percent of total sales, value of shipments, or revenue imputed",Range indicating percent of total annual payroll imputed,Range indicating percent of total employees imputed
Alabama,313,Textile mills,2021,"511,467",0.0,"70,457",0.0,"17,190",0.0,"1,587",0.0,"1,330",0.0,"2,672",0.0,"51,904",0.0,"316,573",0.0,"204,082",0.0,"10,156",0.0,40% to less than 50%,10% to less than 20%,20% to less than 30%
Alabama,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,500 to 999 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Alabama,3132,Fabric mills,2021,"255,283",0.0,"44,963",0.0,"11,009",0.0,"1,010",0.0,794,0.0,"1,602",0.0,"30,132",0.0,"142,042",0.0,D,D,"8,705",0.0,20% to less than 30%,30% to less than 40%,30% to less than 40%
Alabama,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Alabama,314,Textile product mills,2021,"962,260",5.9,"171,143",8.1,"38,894",5.4,"4,002",5.7,"3,283",7.1,"6,685",6.7,"117,432",6.5,"531,796",5.5,"442,189",6.8,"26,722",35.3,50% to less than 60%,20% to less than 30%,20% to less than 30%
Alabama,3141,Textile furnishings mills,2021,"582,421",9.0,"110,323",8.9,"26,086",5.7,"2,808",6.4,"2,343",5.3,"4,503",10.0,"75,773",8.5,"295,727",9.2,"302,979",9.3,"24,616",38.2,40% to less than 50%,10% to less than 20%,10% to less than 20%
Alabama,3149,Other textile product mills,2021,"379,839",6.0,"60,821",16.0,"12,808",11.3,"1,194",11.8,940,21.0,"2,182",1.1,"41,659",10.0,"236,069",4.4,"139,210",7.6,"2,106",26.6,60% to less than 70%,30% to less than 40%,40% to less than 50%
Alabama,3314,Nonferrous metal (except aluminum) production and processing,2021,"2,603,316",0.0,"140,199",0.0,"33,850",0.0,"2,752",0.0,"2,290",0.0,"4,623",0.0,"99,492",0.0,"1,384,265",0.0,"1,253,550",0.0,D,D,50% to less than 60%,10% to less than 20%,20% to less than 30%
Alaska,313,Textile mills,2021,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,Less than 10%,Less than 10%,Less than 10%
Alaska,3131,"Fiber, yarn, and thread mills",2021,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,Less than 10%,Less than 10%,Less than 10%
Alaska,314,Textile product mills,2021,D,D,"2,160",0.0,541,0.0,43,0.0,37,0.0,68,0.0,"1,316",0.0,D,D,D,D,D,D,D,40% to less than 50%,90% to 100%
Alaska,3149,Other textile product mills,2021,D,D,"2,160",0.0,541,0.0,43,0.0,37,0.0,68,0.0,"1,316",0.0,D,D,D,D,D,D,D,40% to less than 50%,90% to 100%
Alaska,3314,Nonferrous metal (except aluminum) production and processing,2021,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,Less than 10%,Less than 10%,Less than 10%
Arizona,313,Textile mills,2021,"215,245",0.0,"20,007",0.0,"4,486",0.0,386,0.0,345,0.0,730,0.0,"16,964",0.0,"140,158",0.0,D,D,"1,613",0.0,10% to less than 20%,Less than 10%,20% to less than 30%
Arizona,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,250 to 499 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Arizona,3132,Fabric mills,2021,D,D,"3,533",0.0,D,D,20 to 99 employees,D,51,0.0,78,0.0,"2,666",0.0,D,D,D,D,806,0.0,D,Less than 10%,D
Arizona,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,478,0.0,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Arizona,314,Textile product mills,2021,"176,388",33.2,"29,135",35.5,"7,109",34.7,920,23.7,724,23.0,"1,073 (s)",40.6,"19,332",36.6,"69,520 (s)",52.4,"114,790",20.3,"1,485",0.0,10% to less than 20%,Less than 10%,70% to less than 80%
Arizona,3141,Textile furnishings mills,2021,"57,642",12.1,"9,887",19.1,"2,134",10.4,342,14.9,284,15.1,465,26.8,"7,695",29.3,"29,150",13.4,"27,977",7.4,77,0.0,50% to less than 60%,10% to less than 20%,30% to less than 40%
Arizona,3149,Other textile product mills,2021,"118,747 (s)",49.0,"19,248 (s)",52.8,"4,975 (s)",49.4,578,36.7,441,36.6,608 (s),68.7,"11,637 (s)",57.6,"40,370 (s)",89.7,"86,813",26.7,"1,408",0.0,10% to less than 20%,Less than 10%,90% to 100%
Arizona,3314,Nonferrous metal (except aluminum) production and processing,2021,"1,234,587",0.0,"47,480",0.0,"11,841",0.0,770,0.0,618,0.0,"1,251",0.0,"35,217",0.0,"322,441",0.0,"921,895",0.0,"8,292",0.0,80% to less than 90%,10% to less than 20%,30% to less than 40%
Arkansas,313,Textile mills,2021,"3,376",0.0,955,0.0,205,0.0,25,0.0,15,0.0,26,0.0,417,0.0,D,D,D,D,102,0.0,60% to less than 70%,Less than 10%,40% to less than 50%
Arkansas,3132,Fabric mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Arkansas,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Arkansas,314,Textile product mills,2021,"313,451",3.0,"69,013",3.0,"17,183",4.5,"1,353",2.7,"1,166",5.7,"2,384",4.0,"57,669",8.7,"182,730",3.0,"133,014",3.0,"4,496",33.3,50% to less than 60%,30% to less than 40%,60% to less than 70%
Arkansas,3141,Textile furnishings mills,2021,"2,598",0.0,643,0.0,162,0.0,19,0.0,12,0.0,20,0.0,326,0.0,"1,082",0.0,"1,535",0.0,22,0.0,90% to 100%,Less than 10%,60% to less than 70%
Arkansas,3149,Other textile product mills,2021,"310,853",3.0,"68,370",3.0,"17,021",4.5,"1,334",2.8,"1,154",5.8,"2,364",4.1,"57,343",8.8,"181,648",3.0,"131,479",3.0,"4,474",33.5,50% to less than 60%,30% to less than 40%,60% to less than 70%
Arkansas,3314,Nonferrous metal (except aluminum) production and processing,2021,D,D,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
California,313,Textile mills,2021,"1,151,583",1.8,"202,127",3.3,"49,166",3.6,"4,296",4.7,"3,335",4.9,"6,561",3.7,"123,431",3.7,"633,540",2.1,"520,012",1.5,"14,064",11.4,70% to less than 80%,30% to less than 40%,70% to less than 80%
California,3131,"Fiber, yarn, and thread mills",2021,"76,500",0.0,"9,135",0.0,"2,137",0.0,278,0.0,240,0.0,299,0.0,"6,353",0.0,"57,805",0.0,"19,047",0.0,308,0.0,70% to less than 80%,Less than 10%,60% to less than 70%
California,3132,Fabric mills,2021,"471,050",1.5,"73,406",0.8,"17,998",0.6,"1,607",1.1,"1,280",1.0,"2,786",0.3,"48,480",0.7,"240,529",2.6,"230,957",0.7,"4,370",2.2,70% to less than 80%,40% to less than 50%,70% to less than 80%
California,3133,Textile and fabric finishing and fabric coating mills,2021,"604,034",3.2,"119,586",5.6,"29,030",6.0,"2,410",8.4,"1,815",8.9,"3,476",7.0,"68,598",6.6,"335,206",3.5,"270,008",2.9,"9,386",17.0,70% to less than 80%,20% to less than 30%,80% to less than 90%
California,314,Textile product mills,2021,"1,551,637",3.8,"325,616",3.8,"79,618",3.4,"6,777",6.0,"4,838",7.9,"8,866",8.9,"176,352",6.2,"696,670",5.0,"859,470",3.4,"21,306",34.5,60% to less than 70%,10% to less than 20%,50% to less than 60%
California,3141,Textile furnishings mills,2021,"895,591",2.1,"150,234",1.7,"35,655",3.8,"2,724",6.1,"1,961",8.0,"3,949",5.7,"75,883",3.7,"451,855",3.6,"452,487",1.5,"8,778",38.5,50% to less than 60%,20% to less than 30%,40% to less than 50%
California,3149,Other textile product mills,2021,"656,046",8.4,"175,381",7.0,"43,964",5.4,"4,053",9.1,"2,877",12.1,"4,918",15.4,"100,468",10.5,"244,815",12.4,"406,983",7.0,"12,528 (s)",52.2,80% to less than 90%,10% to less than 20%,60% to less than 70%
California,3314,Nonferrous metal (except aluminum) production and processing,2021,"1,769,212",2.4,"149,823",2.5,"39,445",2.5,"1,950",2.5,"1,483",2.4,"3,038",2.7,D,D,"1,167,007",3.9,"615,527",6.3,"44,812",12.8,30% to less than 40%,10% to less than 20%,40% to less than 50%
Colorado,313,Textile mills,2021,"36,889",0.0,"8,554",0.0,"2,142",0.0,193,0.0,165,0.0,331,0.0,"6,324",0.0,"20,145",0.0,D,D,D,D,90% to 100%,Less than 10%,90% to 100%
Colorado,3131,"Fiber, yarn, and thread mills",2021,"11,029",0.0,"1,629",0.0,408,0.0,37,0.0,34,0.0,68,0.0,"1,461",0.0,"7,026",0.0,D,D,D,D,90% to 100%,Less than 10%,90% to 100%
Colorado,3132,Fabric mills,2021,"17,828",0.0,"4,709",0.0,"1,178",0.0,117,0.0,102,0.0,214,0.0,"3,840",0.0,"8,794",0.0,D,D,D,D,90% to 100%,Less than 10%,90% to 100%
Colorado,3133,Textile and fabric finishing and fabric coating mills,2021,"8,032",0.0,"2,216",0.0,556,0.0,39,0.0,29,0.0,49,0.0,"1,023",0.0,"4,325",0.0,"3,764",0.0,D,D,80% to less than 90%,20% to less than 30%,60% to less than 70%
Colorado,314,Textile product mills,2021,"294,638",12.9,"59,224",13.2,"13,453",7.5,"1,304",8.0,"1,002",11.2,"1,760",11.9,"35,389",12.7,"162,060",12.7,D,D,"2,466",34.6,40% to less than 50%,10% to less than 20%,40% to less than 50%
Colorado,3141,Textile furnishings mills,2021,"48,452 (s)",66.7,"11,711 (s)",61.9,"1,737",37.7,201 (s),41.9,175 (s),57.7,283 (s),53.5,"6,766 (s)",62.4,"23,076 (s)",75.6,D,D,987 (s),83.5,90% to 100%,Less than 10%,10% to less than 20%
Colorado,3149,Other textile product mills,2021,"246,186",8.0,"47,513",6.2,"11,715",6.5,"1,104",5.7,827,6.0,"1,477",9.9,"28,623",5.5,"138,984",7.8,D,D,"1,479",15.2,20% to less than 30%,20% to less than 30%,60% to less than 70%
Colorado,3314,Nonferrous metal (except aluminum) production and processing,2021,D,D,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Connecticut,313,Textile mills,2021,"128,343",0.0,"23,938",0.0,"6,633",0.0,380,0.0,250,0.0,456,0.0,"11,600",0.0,"59,625",0.0,"69,344",0.0,"3,514",0.0,40% to less than 50%,Less than 10%,40% to less than 50%
Connecticut,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Connecticut,3132,Fabric mills,2021,D,D,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Connecticut,3133,Textile and fabric finishing and fabric coating mills,2021,"85,128",0.0,"18,563",0.0,"5,360",0.0,283,0.0,179,0.0,312,0.0,"8,039",0.0,D,D,"46,592",0.0,"2,021",0.0,30% to less than 40%,Less than 10%,30% to less than 40%
Connecticut,314,Textile product mills,2021,"291,133",6.5,"56,258",9.2,"13,457",8.9,"1,025",9.3,674,14.6,"1,173",17.6,"22,680",13.8,"127,625",7.7,"185,013",5.6,"1,809",8.0,80% to less than 90%,20% to less than 30%,50% to less than 60%
Connecticut,3141,Textile furnishings mills,2021,"24,347",9.0,"6,068",2.7,"1,253",9.5,168,7.9,109,12.2,186,7.2,"2,943",1.8,"8,948",9.0,"15,467",20.7,186 (s),60.8,90% to 100%,50% to less than 60%,90% to 100%
Connecticut,3149,Other textile product mills,2021,"266,787",7.0,"50,190",10.3,"12,204",9.8,857,11.1,565,17.2,987,20.9,"19,737",15.9,"118,677",8.3,"169,546",5.9,"1,624",5.6,80% to less than 90%,20% to less than 30%,50% to less than 60%
Connecticut,3314,Nonferrous metal (except aluminum) production and processing,2021,"494,257",0.8,"58,391",1.6,"14,278",1.1,815,0.9,573,1.2,"1,172",1.5,"32,294",2.1,"317,850",2.0,"182,869",2.9,"4,577",33.6,30% to less than 40%,30% to less than 40%,50% to less than 60%
Delaware,313,Textile mills,2021,D,D,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Delaware,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Delaware,3132,Fabric mills,2021,D,D,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Delaware,3133,Textile and fabric finishing and fabric coating mills,2021,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,Less than 10%,Less than 10%,Less than 10%
Delaware,314,Textile product mills,2021,D,D,"2,697",18.7,D,D,56,19.4,47,17.4,86,19.0,D,D,D,D,D,D,D,D,D,Less than 10%,90% to 100%
Delaware,3141,Textile furnishings mills,2021,D,D,D,D,D,D,20,0.0,D,D,28,0.0,D,D,D,D,D,D,D,D,D,D,90% to 100%
Delaware,3149,Other textile product mills,2021,D,D,D,D,485,25.7,36,30.1,D,D,58,28.3,D,D,D,D,D,D,D,D,D,D,80% to less than 90%
Delaware,3314,Nonferrous metal (except aluminum) production and processing,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
District of Columbia,313,Textile mills,2021,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,Less than 10%,Less than 10%,Less than 10%
District of Columbia,3132,Fabric mills,2021,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,0,X,Less than 10%,Less than 10%,Less than 10%
District of Columbia,314,Textile product mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,0,X,D,D,D
District of Columbia,3141,Textile furnishings mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,0,X,D,D,D
Florida,313,Textile mills,2021,"87,987",3.2,"15,623",4.2,"3,845",3.7,331,5.2,266,6.5,469,7.8,"9,454",7.0,"46,370",3.7,"42,059",2.7,603,0.0,70% to less than 80%,10% to less than 20%,90% to 100%
Florida,3131,"Fiber, yarn, and thread mills",2021,"1,486",0.0,171,0.0,44,0.0,7,0.0,4,0.0,7,0.0,109,0.0,"1,090",0.0,396,0.0,D,D,90% to 100%,Less than 10%,90% to 100%
Florida,3132,Fabric mills,2021,"46,216",0.0,"9,213",0.0,"2,225",0.0,210,0.0,177,0.0,344,0.0,"6,215",0.0,"22,085",0.0,"24,186",0.0,D,D,50% to less than 60%,20% to less than 30%,90% to 100%
Florida,3133,Textile and fabric finishing and fabric coating mills,2021,"40,285",7.1,"6,239",10.5,"1,576",9.0,114,15.1,85,20.3,118,30.9,"3,130",21.0,"23,195",7.4,"17,477",6.5,303,0.0,90% to 100%,Less than 10%,80% to less than 90%
Florida,314,Textile product mills,2021,"686,844",9.2,"123,135",11.2,"28,445",11.9,"3,067",12.2,"2,440",9.9,"4,448",9.3,"73,892",10.3,"371,078",11.4,"340,351",8.7,"11,977",19.6,30% to less than 40%,Less than 10%,40% to less than 50%
Florida,3141,Textile furnishings mills,2021,"194,953",10.8,"22,688",34.0,"5,788",31.1,636 (s),40.9,495,34.0,976,22.5,"15,556",26.7,"125,503",7.4,"82,554",14.6,"1,148",1.6,30% to less than 40%,Less than 10%,40% to less than 50%
Florida,3149,Other textile product mills,2021,"491,891",12.1,"100,447",11.3,"22,657",12.6,"2,431",11.0,"1,945",8.9,"3,473",10.1,"58,336",10.9,"245,575",16.8,"257,797",10.4,"10,829",21.7,40% to less than 50%,Less than 10%,50% to less than 60%
Florida,3314,Nonferrous metal (except aluminum) production and processing,2021,"253,755",0.0,"39,232",0.0,"9,340",0.0,685,0.0,454,0.0,937,0.0,"25,178",0.0,"159,797",0.0,"88,684",0.0,D,D,10% to less than 20%,10% to less than 20%,50% to less than 60%
Georgia,313,Textile mills,2021,"4,264,025",2.2,"527,127",2.5,"127,220",2.9,"11,276",3.5,"9,713",3.6,"19,210",3.3,"403,648",2.2,"2,375,942",1.8,"1,930,301",3.6,"80,975",3.0,30% to less than 40%,20% to less than 30%,30% to less than 40%
Georgia,3131,"Fiber, yarn, and thread mills",2021,"1,901,900",1.8,"227,240",3.1,"56,398",2.9,"5,139",6.4,"4,717",6.4,"9,536",5.2,"195,595",3.0,"1,215,384",1.4,"689,352",2.6,"34,377",0.1,30% to less than 40%,40% to less than 50%,30% to less than 40%
Georgia,3132,Fabric mills,2021,"1,450,992",4.0,"190,122",3.2,"46,238",3.3,"3,764",1.7,"3,201",1.8,"6,371",3.2,"140,841",2.4,"690,117",4.3,"786,879",6.8,"33,068",6.5,30% to less than 40%,10% to less than 20%,20% to less than 30%
Georgia,3133,Textile and fabric finishing and fabric coating mills,2021,"911,133",6.9,"109,765",8.6,"24,585",12.2,"2,373",8.7,"1,796",9.7,"3,302",10.3,"67,212",8.9,"470,441",5.7,"454,069",8.8,"13,531",8.1,50% to less than 60%,30% to less than 40%,40% to less than 50%
Georgia,314,Textile product mills,2021,"8,463,218",0.5,"1,117,127",0.5,"271,481",0.7,"23,763",0.6,"19,698",0.7,"39,298",0.7,"766,001",0.5,"4,833,906",0.5,"3,709,028",0.8,"116,392",3.1,50% to less than 60%,30% to less than 40%,40% to less than 50%
Georgia,3141,Textile furnishings mills,2021,"7,264,079",0.5,"889,878",0.5,"216,746",0.5,"18,422",0.7,"15,528",0.7,"31,715",0.7,"624,312",0.5,"4,257,192",0.5,"3,071,967",0.7,"97,395",1.3,60% to less than 70%,30% to less than 40%,40% to less than 50%
Georgia,3149,Other textile product mills,2021,"1,199,139",1.9,"227,249",1.4,"54,735",2.7,"5,341",1.4,"4,170",1.6,"7,583",1.8,"141,688",0.9,"576,714",2.4,"637,061",3.6,"18,997",17.6,30% to less than 40%,30% to less than 40%,30% to less than 40%
Georgia,3314,Nonferrous metal (except aluminum) production and processing,2021,"3,517,832",0.1,"25,718",0.1,"6,077",2.8,362,4.2,D,D,733,1.0,"18,865",0.2,D,D,D,D,"53,523",1.1,Less than 10%,30% to less than 40%,50% to less than 60%
Hawaii,314,Textile product mills,2021,D,D,"3,707",2.6,815,3.0,89,3.0,62,4.4,115,4.7,"2,288",4.3,D,D,D,D,251,2.2,D,Less than 10%,40% to less than 50%
Hawaii,3141,Textile furnishings mills,2021,D,D,D,D,D,D,32,0.0,D,D,43,0.0,728,0.0,D,D,"2,625",0.0,11,0.0,D,D,20% to less than 30%
Hawaii,3149,Other textile product mills,2021,D,D,D,D,D,D,57,4.7,D,D,72,7.6,"1,560",6.3,D,D,D,D,240,2.3,D,D,60% to less than 70%
Hawaii,3314,Nonferrous metal (except aluminum) production and processing,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,0,X,D,D,D
Idaho,313,Textile mills,2021,D,D,"3,069",37.7,747 (s),41.7,82,34.8,D,D,151 (s),49.1,D,D,D,D,D,D,D,D,D,Less than 10%,20% to less than 30%
Idaho,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Idaho,3132,Fabric mills,2021,D,D,"2,973",38.9,722 (s),43.1,20 to 99 employees,D,80 (s),50.2,146 (s),50.7,D,D,D,D,D,D,D,D,D,Less than 10%,D
Idaho,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,0,X,D,D,D
Idaho,314,Textile product mills,2021,"45,029",0.4,"8,613",1.0,"2,031",0.6,237,1.0,180,1.1,328,0.2,"5,651",1.1,D,D,D,D,D,D,60% to less than 70%,20% to less than 30%,70% to less than 80%
Idaho,3141,Textile furnishings mills,2021,"2,237",0.0,542,0.0,133,0.0,14,0.0,10,0.0,19,0.0,308,0.0,D,D,D,D,D,D,90% to 100%,Less than 10%,90% to 100%
Idaho,3149,Other textile product mills,2021,"42,792",0.5,"8,071",1.0,"1,898",0.7,223,1.1,170,1.1,309,0.2,"5,343",1.1,"24,914",1.5,"17,903",4.0,D,D,60% to less than 70%,20% to less than 30%,70% to less than 80%
Idaho,3314,Nonferrous metal (except aluminum) production and processing,2021,"25,672",0.0,D,D,D,D,100 to 249 employees,D,D,D,D,D,D,D,D,D,"20,422",0.0,D,D,10% to less than 20%,D,D
Illinois,313,Textile mills,2021,"194,663",1.2,"42,173",2.2,"8,968",1.9,788,2.6,628,1.9,"1,182",3.3,"28,536",2.4,"92,125",2.3,"103,284",0.2,"9,069",0.0,40% to less than 50%,30% to less than 40%,50% to less than 60%
Illinois,3131,"Fiber, yarn, and thread mills",2021,"1,759",0.0,320,0.0,76,0.0,14,0.0,D,D,22,0.0,D,D,D,D,D,D,42,0.0,70% to less than 80%,Less than 10%,20% to less than 30%
Illinois,3132,Fabric mills,2021,"93,756",0.0,"20,408",0.0,"5,190",0.0,344,0.0,D,D,536,0.0,"15,530",0.0,D,D,"62,120",0.0,D,D,Less than 10%,Less than 10%,10% to less than 20%
Illinois,3133,Textile and fabric finishing and fabric coating mills,2021,"99,148",2.3,"21,445",4.3,"3,702",4.6,430,4.7,341,3.5,624,6.2,D,D,"59,063",3.6,D,D,D,D,70% to less than 80%,50% to less than 60%,80% to less than 90%
Illinois,314,Textile product mills,2021,"365,248",5.8,"83,274",5.6,"20,375",6.2,"1,826",10.8,"1,280",13.3,"2,636",9.6,"48,874",5.5,"124,277",9.5,"238,598",11.1,"7,486",25.4,40% to less than 50%,10% to less than 20%,30% to less than 40%
Illinois,3141,Textile furnishings mills,2021,"158,408",6.8,"35,731",11.5,"8,890",12.2,740,24.2,509,30.0,"1,294",12.9,"23,195",7.9,"46,281",24.1,"112,729",17.7,"1,172",13.8,30% to less than 40%,Less than 10%,40% to less than 50%
Illinois,3149,Other textile product mills,2021,"206,840",8.8,"47,543",4.6,"11,485",5.7,"1,086",7.6,770,9.8,"1,342",14.2,"25,679",7.6,"77,996",5.0,"125,869",13.8,"6,314",30.0,50% to less than 60%,10% to less than 20%,30% to less than 40%
Illinois,3314,Nonferrous metal (except aluminum) production and processing,2021,"3,009,806",2.8,"205,472",1.5,"48,326",2.2,"2,690",3.6,"1,966",4.6,"4,168",3.6,"126,155",2.1,"2,467,548",2.5,"594,933",4.5,"66,408",11.1,50% to less than 60%,40% to less than 50%,60% to less than 70%
Indiana,313,Textile mills,2021,"229,783",1.0,"38,097",1.2,"8,936",1.3,800,1.0,614,1.3,"1,027",1.6,"27,503",1.2,"123,853",1.2,"111,988",0.7,"23,289",0.0,10% to less than 20%,Less than 10%,20% to less than 30%
Indiana,3132,Fabric mills,2021,"189,174",0.0,"29,961",0.0,"7,023",0.0,651,0.0,499,0.0,805,0.0,"22,739",0.0,"103,701",0.0,"90,621",0.0,D,D,10% to less than 20%,Less than 10%,10% to less than 20%
Indiana,3133,Textile and fabric finishing and fabric coating mills,2021,"40,609",5.7,"8,136",5.8,"1,913",6.2,149,5.5,115,7.1,222,7.4,"4,764",7.0,"20,152",7.4,"21,367",3.9,D,D,20% to less than 30%,Less than 10%,30% to less than 40%
Indiana,314,Textile product mills,2021,"488,765",4.7,"120,305",3.8,"28,122",4.2,"2,863",3.9,"2,120",4.7,"3,460",5.4,"66,360",4.7,"221,957",4.8,"269,977",4.9,"7,547",16.8,20% to less than 30%,20% to less than 30%,30% to less than 40%
Indiana,3141,Textile furnishings mills,2021,"216,285",5.6,"44,989",4.4,"10,610",5.3,"1,193",4.8,851,6.9,"1,284",6.6,"21,495",6.4,"97,183",6.0,"119,919",5.8,"3,250",14.0,10% to less than 20%,40% to less than 50%,40% to less than 50%
Indiana,3149,Other textile product mills,2021,"272,480",7.2,"75,316",5.4,"17,512",6.0,"1,670",5.8,"1,268",6.3,"2,177",7.6,"44,866",6.3,"124,774",7.1,"150,058",7.5,"4,297",27.6,30% to less than 40%,10% to less than 20%,30% to less than 40%
Indiana,3314,Nonferrous metal (except aluminum) production and processing,2021,"5,012,198",0.2,"181,288",0.5,"45,137",0.5,"3,154",0.8,"2,341",1.0,"4,983",0.9,"118,387",0.5,"4,042,922",0.2,"1,013,634",0.1,"52,604",0.5,20% to less than 30%,30% to less than 40%,30% to less than 40%
Iowa,313,Textile mills,2021,"10,962",0.0,"4,078",0.0,998,0.0,94,0.0,75,0.0,125,0.0,"2,969",0.0,"6,732",0.0,D,D,D,D,Less than 10%,Less than 10%,10% to less than 20%
Iowa,3132,Fabric mills,2021,D,D,D,D,D,D,20 to 99 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Iowa,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Iowa,314,Textile product mills,2021,"111,908",13.2,"27,945",2.7,"6,923",3.7,609,1.6,401,3.2,718,4.7,"15,271",3.8,"66,129",25.8,D,D,D,D,50% to less than 60%,60% to less than 70%,60% to less than 70%
Iowa,3141,Textile furnishings mills,2021,"6,197",0.0,"1,718",0.0,427,0.0,40,0.0,20,0.0,38,0.0,D,D,"2,030",0.0,D,D,82,0.0,20% to less than 30%,Less than 10%,50% to less than 60%
Iowa,3149,Other textile product mills,2021,"105,711",14.0,"26,227",2.9,"6,496",3.9,569,1.7,381,3.3,680,5.0,D,D,"64,099",26.7,D,D,D,D,50% to less than 60%,60% to less than 70%,60% to less than 70%
Iowa,3314,Nonferrous metal (except aluminum) production and processing,2021,D,D,D,D,D,D,250 to 499 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Kansas,313,Textile mills,2021,D,D,716,0.0,164,0.0,22,0.0,16,0.0,31,0.0,352,0.0,D,D,D,D,D,D,D,Less than 10%,20% to less than 30%
Kansas,3131,"Fiber, yarn, and thread mills",2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,0,X,D,D,D
Kansas,3133,Textile and fabric finishing and fabric coating mills,2021,D,D,D,D,D,D,0 to 19 employees,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Kansas,314,Textile product mills,2021,"171,880",4.4,"39,782",12.4,"9,165",8.7,"1,064",4.4,838,3.4,"1,533",7.4,"24,180",8.1,"89,915",2.7,"81,688",8.0,"2,351",34.9,20% to less than 30%,30% to less than 40%,30% to less than 40%
Kansas,3141,Textile furnishings mills,2021,"6,280",0.0,"1,724",0.0,418,0.0,45,0.0,32,0.0,54,0.0,837,0.0,"2,704",0.0,"3,633",0.0,38,0.0,60% to less than 70%,Less than 10%,40% to less than 50%
Kansas,3149,Other textile product mills,2021,"165,600",4.6,"38,058",13.0,"8,747",9.1,"1,019",4.6,806,3.5,"1,479",7.6,"23,343",8.4,"87,211",2.8,"78,055",8.4,"2,313",35.5,20% to less than 30%,30% to less than 40%,30% to less than 40%
